,Date,Max.TemperatureC,Min.TemperatureC,Max.Gust.SpeedKPH,Events,Season
1253,1999-12-01,12,6,24,Rain,Autumn
1254,1999-12-02,10,4,,,Autumn
1255,1999-12-03,13,4,53,Rain,Autumn
1256,1999-12-04,7,2,29,Rain,Autumn
1257,1999-12-05,8,0,,,Autumn
1258,1999-12-06,12,8,31,Rain,Autumn
1259,1999-12-07,11,6,30,Rain,Autumn
1260,1999-12-08,11,5,33,Rain,Autumn
1261,1999-12-09,9,6,33,Rain,Autumn
1262,1999-12-10,8,3,,Rain,Autumn
1263,1999-12-11,13,8,37,Rain,Autumn
1264,1999-12-12,10,4,29,Rain,Autumn
1265,1999-12-13,8,2,32,Rain,Autumn
1266,1999-12-14,4,0,,Snow,Autumn
1267,1999-12-15,4,1,28,Rain-Snow,Autumn
1268,1999-12-16,8,1,,Rain-Snow,Autumn
1269,1999-12-17,11,4,38,Rain,Autumn
1270,1999-12-18,5,1,,Rain-Snow,Autumn
1271,1999-12-19,2,-3,,,Autumn
1272,1999-12-20,1,-5,,,Autumn
1273,1999-12-21,6,1,,Rain-Snow,Winter
1274,1999-12-22,12,4,39,Rain,Winter
1275,1999-12-23,11,5,48,Rain,Winter
1276,1999-12-24,13,9,48,Rain,Winter
1277,1999-12-25,11,3,59,Rain,Winter
1278,1999-12-26,8,3,28,Rain,Winter
1279,1999-12-27,5,1,,,Winter
1280,1999-12-28,4,0,,,Winter
1281,1999-12-29,6,-2,,Rain,Winter
1282,1999-12-30,8,0,,Rain,Winter
1283,1999-12-31,7,5,,,Winter
1285,2000-01-01,9,5,,Fog-Rain,Winter
1286,2000-01-02,11,6,,Fog,Winter
1287,2000-01-03,11,5,30,Rain,Winter
1288,2000-01-04,9,3,28,Rain,Winter
1289,2000-01-05,11,2,33,Rain,Winter
1290,2000-01-06,11,4,30,Rain,Winter
1291,2000-01-07,11,4,33,Rain,Winter
1292,2000-01-08,10,3,26,Rain,Winter
1293,2000-01-09,7,-1,,Fog,Winter
1294,2000-01-10,7,-3,,Fog,Winter
1295,2000-01-11,10,6,26,Rain,Winter
1296,2000-01-12,8,5,31,Rain,Winter
1297,2000-01-13,6,0,,Rain,Winter
1298,2000-01-14,6,0,,Rain,Winter
1299,2000-01-15,6,2,,,Winter
1300,2000-01-16,7,0,,,Winter
1301,2000-01-17,9,1,,,Winter
1302,2000-01-18,8,2,26,,Winter
1303,2000-01-19,7,1,,Rain,Winter
1304,2000-01-20,5,-2,,Fog,Winter
1305,2000-01-21,9,3,,,Winter
1306,2000-01-22,7,2,28,Rain,Winter
1307,2000-01-23,7,1,,Rain,Winter
1308,2000-01-24,6,1,,,Winter
1309,2000-01-25,3,-2,,,Winter
1310,2000-01-26,6,-1,,,Winter
1311,2000-01-27,5,-3,,Fog,Winter
1312,2000-01-28,8,-1,36,Rain,Winter
1313,2000-01-29,13,9,45,Rain,Winter
1314,2000-01-30,13,11,39,Rain,Winter
1315,2000-01-31,13,9,37,Rain,Winter
1316,2000-02-01,11,9,,Rain,Winter
1317,2000-02-02,10,5,,Rain,Winter
1318,2000-02-03,9,3,,Rain,Winter
1319,2000-02-04,11,7,,Rain,Winter
1320,2000-02-05,12,7,,,Winter
1321,2000-02-06,12,7,,Rain,Winter
1322,2000-02-07,11,5,34,Rain,Winter
1323,2000-02-08,14,4,45,Rain,Winter
1324,2000-02-09,10,3,29,Rain,Winter
1325,2000-02-10,10,2,43,Rain,Winter
1326,2000-02-11,10,0,,Rain,Winter
1327,2000-02-12,9,6,34,Rain,Winter
1328,2000-02-13,10,1,,Rain,Winter
1329,2000-02-14,10,-1,,Fog-Rain,Winter
1330,2000-02-15,8,2,25,Rain,Winter
1331,2000-02-16,8,2,34,,Winter
1332,2000-02-17,9,2,,Rain,Winter
1333,2000-02-18,11,7,30,Rain,Winter
1334,2000-02-19,9,3,,Rain,Winter
1335,2000-02-20,9,0,,Fog,Winter
1336,2000-02-21,10,2,,Rain,Winter
1337,2000-02-22,9,0,,,Winter
1338,2000-05-04,12,8,,,Spring
1339,2000-05-05,21,7,,,Spring
1340,2000-05-06,24,9,,,Spring
1341,2000-05-07,23,13,,Thunderstorm,Spring
1342,2000-05-08,19,11,,Rain,Spring
1343,2000-05-09,23,12,,Fog,Spring
1344,2000-05-10,18,13,,Rain,Spring
1345,2000-05-11,18,11,29,Rain,Spring
1346,2000-05-12,19,9,,Rain,Spring
1347,2000-05-13,24,13,,Rain,Spring
1348,2000-05-14,25,13,,Fog,Spring
1349,2000-05-15,27,16,,Rain,Spring
1350,2000-05-16,22,12,,,Spring
1351,2000-05-17,16,11,32,Rain,Spring
1352,2000-05-18,15,7,25,Rain-Thunderstorm,Spring
1353,2000-05-19,14,10,29,Rain,Spring
1354,2000-05-20,16,5,,Rain,Spring
1355,2000-05-21,16,8,,Rain,Spring
1356,2000-05-22,18,8,,,Spring
1357,2000-05-23,14,12,28,Rain,Spring
1358,2000-05-24,16,9,21,Rain,Spring
1359,2000-05-25,16,9,34,Rain,Spring
1360,2000-05-26,13,9,,Rain,Spring
1361,2000-05-27,15,7,45,Rain-Thunderstorm,Spring
1362,2000-05-28,15,6,34,Rain-Thunderstorm,Spring
1363,2000-05-29,17,6,,Rain,Spring
1364,2000-05-30,15,9,,Rain,Spring
1365,2000-05-31,19,6,,Fog-Rain,Spring
1366,2000-06-01,13,12,,Rain,Spring
1367,2000-06-10,18,9,,,Spring
1368,2000-06-11,19,11,24,,Spring
1369,2000-06-12,25,12,,,Spring
1370,2000-06-13,22,15,,,Spring
1371,2000-06-14,22,15,30,,Spring
1372,2000-06-15,20,15,,,Spring
1373,2000-06-16,,14,,,Spring
1374,2000-06-17,25,13,,,Spring
1375,2000-06-18,31,16,28,Fog,Spring
1376,2000-06-19,31,20,,,Spring
1377,2000-06-20,22,15,,Rain,Summer
1378,2000-06-21,19,14,33,Rain,Summer
1379,2000-06-22,18,13,37,Rain,Summer
1380,2000-06-23,19,12,22,Rain,Summer
1381,2000-06-24,13,9,,Rain,Summer
1382,2000-06-25,18,10,,Rain,Summer
1383,2000-06-26,,13,,Rain,Summer
1384,2000-06-27,22,11,,,Summer
1385,2000-06-28,21,13,,,Summer
1386,2000-06-29,20,14,,Rain-Thunderstorm,Summer
1387,2000-06-30,20,14,,Rain,Summer
